"Manifest ID","Proposed ID (not reserved)","Week","Week start","Week end","Category","Name","Domain","Equipment","Dose draft","Rest draft","Patterns","Test relationship","Objectives","Source IDs","Evidence limitation","Distinctness","Primary demo brief","Teaching detail brief","Error correction brief","Review status","Publication hold"
"wb-025","STR-517","2","2026-09-28","2026-10-04","strength","Supine slider hamstring curl","strength","sliders; mat","1-2 sets x 6-8 reps","60-90 seconds between sets","posterior-chain and knee-flexion capacity; hip force and control","general","","NSCA2009; AAP2020","The named exercise, variation and dose were not isolated in the cited trials. Linking a domain is a coaching inference, not diagnosis of a weakness or a guaranteed test improvement.","Continuous sliding knee flexion differs from bridge walkout steps and assisted Nordic lowering.","Show supine slider hamstring curl from setup to finish at normal speed. Keep the whole body and equipment visible. Brace and slide the heels away a short distance. Keep the pelvis level as far as control allows. Pull the heels back and lower the hips to reset. Film both sides where relevant; show a reset rather than a fatigue set.","Show the setup close enough to reproduce it: Lie on a mat with heels on sliders on a smooth clear floor. Bend the knees and lift the hips to a comfortable bridge. Explain: Use a range you can return from smoothly. Demonstrate the easier option: Slide one heel at a time with the hips resting on the mat. Explain that the coach chooses progression and any external load.","Explain the error without deliberately loading an unsafe position: Hips dropping during the slide: shorten the distance. Contrast a safe low-effort example with the correct version. Refilm normal correct repetitions. Do not demonstrate pain, maximal strain, risky falls or unsafe equipment use.","pending","Awaiting content review and three approved videos."
"wb-026","STR-518","2","2026-09-28","2026-10-04","strength","Standing cable hip adduction","strength","cableMachine","1-2 sets x 6-8 reps each side","60-90 seconds between sets","frontal-plane hip control; hip force and control","general","","NSCA2009; AAP2020","The named exercise, variation and dose were not isolated in the cited trials. Linking a domain is a coaching inference, not diagnosis of a weakness or a guaranteed test improvement.","Dynamic adjustable hip adduction complements the existing short-lever isometric support; no injury-prevention promise.","Show standing cable hip adduction from setup to finish at normal speed. Keep the whole body and equipment visible. Start with the working leg slightly away from the body. Bring it toward the midline without swinging the pelvis. Return slowly without pulling across the standing foot. Film both sides where relevant; show a reset rather than a fatigue set.","Show the setup close enough to reproduce it: Use a secure low-cable ankle cuff fitted by the coach. Stand beside the machine with a hand on a fixed support. Explain: Keep the toes and pelvis facing forward. Demonstrate the easier option: Side-lying unweighted hip adduction taught by the coach. Explain that the coach chooses progression and any external load.","Explain the error without deliberately loading an unsafe position: Trunk swinging: lighten the load and reduce the range. Contrast a safe low-effort example with the correct version. Refilm normal correct repetitions. Do not demonstrate pain, maximal strain, risky falls or unsafe equipment use.","pending","Awaiting content review and three approved videos."
"wb-027","STR-519","2","2026-09-28","2026-10-04","strength","Single-arm suitcase carry","strength","dumbbells; markers","1-2 sets x 10-15 meters each side","60-90 seconds between sets","trunk control; hip force and control","general","","NSCA2009; AAP2020","The named exercise, variation and dose were not isolated in the cited trials. Linking a domain is a coaching inference, not diagnosis of a weakness or a guaranteed test improvement.","Adds anti-lateral-flexion while walking under asymmetrical load rather than a stationary plank.","Show single-arm suitcase carry from setup to finish at normal speed. Keep the whole body and equipment visible. Stand tall with the weight at one side. Walk slowly without leaning or letting the weight swing. Set the weight down under control before changing sides. Film both sides where relevant; show a reset rather than a fatigue set.","Show the setup close enough to reproduce it: Mark a clear 10-m lane with turning space. Pick up one coach-selected dumbbell using the taught lifting pattern. Explain: Keep both shoulders level. Demonstrate the easier option: Static unloaded marching with level shoulders. Explain that the coach chooses progression and any external load.","Explain the error without deliberately loading an unsafe position: Leaning away from the weight: reduce load or shorten the lane. Contrast a safe low-effort example with the correct version. Refilm normal correct repetitions. Do not demonstrate pain, maximal strain, risky falls or unsafe equipment use.","pending","Awaiting content review and three approved videos."
"wb-028","STR-520","2","2026-09-28","2026-10-04","isometric","Heel-dig long-lever bridge hold","strength","mat","1-2 sets x 10-20 seconds","45-60 seconds between sets","posterior-chain and knee-flexion capacity; hip force and control; trunk control","general","","NSCA2009; AAP2020; ISO2026","The youth trial combined isometric and ballistic work in older males. It cannot prove this particular hold improves a six-test result; no tendon or pain treatment claim.","Static long-lever heel loading differs from travelling bridge walkout steps.","Show heel-dig long-lever bridge hold from setup to finish at normal speed. Keep the whole body and equipment visible. Press the heels down and gently lift the pelvis. Hold level hips while breathing normally. Lower and relax before the next effort. Film both sides where relevant; show a reset rather than a fatigue set.","Show the setup close enough to reproduce it: Lie on a mat with heels farther from the hips than a standard bridge. Use the distance selected by the coach. Explain: Keep pressure through both heels. Demonstrate the easier option: Standard bent-knee floor bridge hold. Explain that the coach chooses progression and any external load.","Explain the error without deliberately loading an unsafe position: Cramping or losing height: stop and shorten the lever. Contrast a safe low-effort example with the correct version. Refilm normal correct repetitions. Do not demonstrate pain, maximal strain, risky falls or unsafe equipment use.","pending","Awaiting content review and three approved videos."
"wb-029","STR-521","2","2026-09-28","2026-10-04","isometric","Tall-kneeling cable anti-rotation hold","strength","cableMachine; kneePad","1-2 sets x 10-20 seconds each side","45-60 seconds between sets","trunk control","general","","NSCA2009; AAP2020; ISO2026","The youth trial combined isometric and ballistic work in older males. It cannot prove this particular hold improves a six-test result; no tendon or pain treatment claim.","Static anti-rotation in tall kneeling removes the standing base used in the dynamic press.","Show tall-kneeling cable anti-rotation hold from setup to finish at normal speed. Keep the whole body and equipment visible. Stack the ribs over the pelvis. Hold the hands still in front without turning. Bring the handle back to the chest before relaxing. Film both sides where relevant; show a reset rather than a fatigue set.","Show the setup close enough to reproduce it: Kneel tall side-on to a chest-height cable. Use a light coach-approved load and extend the hands comfortably. Explain: Keep pressure even through both knees. Demonstrate the easier option: Hold the handle nearer the chest. Explain that the coach chooses progression and any external load.","Explain the error without deliberately loading an unsafe position: Leaning away from the cable: reduce load. Contrast a safe low-effort example with the correct version. Refilm normal correct repetitions. Do not demonstrate pain, maximal strain, risky falls or unsafe equipment use.","pending","Awaiting content review and three approved videos."
"wb-030","STR-522","2","2026-09-28","2026-10-04","isometric","Prone small-range trunk hold","strength","mat","1-2 sets x 10-20 seconds","45-60 seconds between sets","trunk control","general","","NSCA2009; AAP2020; ISO2026","The youth trial combined isometric and ballistic work in older males. It cannot prove this particular hold improves a six-test result; no tendon or pain treatment claim.","Adds posterior trunk endurance; it is general preparation, not treatment for back pain.","Show prone small-range trunk hold from setup to finish at normal speed. Keep the whole body and equipment visible. Lengthen through the crown of the head. Lift the chest only slightly without throwing the head back. Hold briefly while breathing then lower slowly. Film both sides where relevant; show a reset rather than a fatigue set.","Show the setup close enough to reproduce it: Lie face-down with arms beside the body and forehead near the mat. Coach selects a very small comfortable lift. Explain: Think long rather than high. Demonstrate the easier option: Prone brace without lifting the chest. Explain that the coach chooses progression and any external load.","Explain the error without deliberately loading an unsafe position: Large lower-back arch: reduce the lift or keep the chest down. Contrast a safe low-effort example with the correct version. Refilm normal correct repetitions. Do not demonstrate pain, maximal strain, risky falls or unsafe equipment use.","pending","Awaiting content review and three approved videos."
"wb-031","PLY-505","2","2026-09-28","2026-10-04","plyometric","Alternating-foot jump-rope rhythm","plyometrics","jumpRope","1-2 sets x 8-12 contacts","60-90 seconds between sets","ankle and calf capacity; squat/lunge and knee extension; hip force and control","support","short_sprint","NSCA2009; PJT2018; PJT2014","Program-level youth evidence does not isolate this variation. Direction, support, experience and dose matter; vertical training has not consistently improved sprint time.","Alternating support changes the unilateral rhythm demand from two-foot rope rebounds; supportive, not proven sprint transfer.","Show alternating-foot jump-rope rhythm from setup to finish at normal speed. Keep the whole body and equipment visible. Turn the rope at an easy rhythm. Alternate the landing foot while keeping each rebound low. Stop and reset if a foot catches or posture changes. Film both sides where relevant; show a reset rather than a fatigue set.","Show the setup close enough to reproduce it: Use a fitted rope and clear non-slip area. First demonstrate two-foot rope control. Explain: Count every landing as one contact. Demonstrate the easier option: Two-foot jump-rope rebounds. Explain that the coach chooses progression and any external load.","Explain the error without deliberately loading an unsafe position: Bouncing too high on one leg: slow down and reduce height. Contrast a safe low-effort example with the correct version. Refilm normal correct repetitions. Do not demonstrate pain, maximal strain, risky falls or unsafe equipment use.","pending","Awaiting content review and three approved videos."
"wb-032","PLY-506","2","2026-09-28","2026-10-04","plyometric","Single-leg forward-back line hops","plyometrics","markers","1-2 sets x 8-12 contacts each side","60-90 seconds between sets","ankle and calf capacity; squat/lunge and knee extension; hip force and control","support","horizontal_jump","NSCA2009; PJT2018; PJT2014","Program-level youth evidence does not isolate this variation. Direction, support, experience and dose matter; vertical training has not consistently improved sprint time.","Repeated fore-aft reactive hopping differs from a forward hop with a held landing.","Show single-leg forward-back line hops from setup to finish at normal speed. Keep the whole body and equipment visible. Hop a small distance forward across the line. Rebound backward across it on the same foot. Stop in balance after the planned contacts then change legs. Film both sides where relevant; show a reset rather than a fatigue set.","Show the setup close enough to reproduce it: Mark a flat line with clear space ahead and behind. Coach confirms repeated single-leg landing competence. Explain: Keep the movements small and predictable. Demonstrate the easier option: Two-foot forward-back line steps or hops. Explain that the coach chooses progression and any external load.","Explain the error without deliberately loading an unsafe position: Large backward jumps or knee collapse: reduce the range and stop. Contrast a safe low-effort example with the correct version. Refilm normal correct repetitions. Do not demonstrate pain, maximal strain, risky falls or unsafe equipment use.","pending","Awaiting content review and three approved videos."
"wb-033","PLY-507","2","2026-09-28","2026-10-04","plyometric","Hopscotch single-to-double landings","plyometrics","markers","1-2 sets x 8-12 contacts","60-90 seconds between sets","squat/lunge and knee extension; hip force and control; ankle and calf capacity","support","planned_change_direction","NSCA2009; PJT2018; PJT2014","Program-level youth evidence does not isolate this variation. Direction, support, experience and dose matter; vertical training has not consistently improved sprint time.","Practises transitions between one- and two-foot support rather than repeated same-leg or bilateral jumps.","Show hopscotch single-to-double landings from setup to finish at normal speed. Keep the whole body and equipment visible. Hop from one foot to a two-foot landing. Push from two feet into the next single-foot landing. Finish in balance and walk back before changing the starting foot. Film both sides where relevant; show a reset rather than a fatigue set.","Show the setup close enough to reproduce it: Lay out a short alternating pattern of one central mark and two side marks. Keep each spacing small. Explain: Match the landing shape to the marks. Demonstrate the easier option: Step through the same single-to-double pattern. Explain that the coach chooses progression and any external load.","Explain the error without deliberately loading an unsafe position: Rushing past the marks: shorten the spacing. Contrast a safe low-effort example with the correct version. Refilm normal correct repetitions. Do not demonstrate pain, maximal strain, risky falls or unsafe equipment use.","pending","Awaiting content review and three approved videos."
"wb-034","PLY-508","2","2026-09-28","2026-10-04","plyometric","Medicine-ball rebound chest pass","plyometrics","medicineBall; wall","1-2 sets x 3-5 reps","15-30 seconds between reps; 60-90 seconds between sets","upper-body push/support; trunk control","general","","NSCA2009; AAP2020","Upper-body reactive work is not established as a direct improvement to a PoseTek test. Coach must check apparatus, load and catch/support competence.","Upper-body reactive catch-and-pass develops a distinct power skill; not evidence that it raises soccer shot speed.","Show medicine-ball rebound chest pass from setup to finish at normal speed. Keep the whole body and equipment visible. Push the ball from the chest toward the wall. Receive the rebound with bent elbows and a steady trunk. Redirect it smoothly then stop before catching quality declines. Film both sides where relevant; show a reset rather than a fatigue set.","Show the setup close enough to reproduce it: Coach selects a light rebound-safe medicine ball and a suitable clear wall. Stand far enough away to receive a gentle rebound. Explain: Let the arms absorb the ball before the next push. Demonstrate the easier option: Separate each gentle chest pass with a full catch and reset. Explain that the coach chooses progression and any external load.","Explain the error without deliberately loading an unsafe position: Rigid catching or uncontrolled rebound: use a lighter ball and lower speed. Contrast a safe low-effort example with the correct version. Refilm normal correct repetitions. Do not demonstrate pain, maximal strain, risky falls or unsafe equipment use.","pending","Awaiting content review and three approved videos."
"wb-035","SPD-504","2","2026-09-28","2026-10-04","speedCod","Side-on crossover acceleration","speed","cones","1-2 sets x 2-3 reps each side","90-120 seconds between reps; 120-180 seconds between sets","hip force and control; squat/lunge and knee extension; posterior-chain and knee-flexion capacity; ankle and calf capacity","support","short_sprint","SPRINT2021; CONSENSUS2014","The cited sprint trial studied individually resisted sprinting, not this exact start/route. The link is task/movement-family rationale, not exercise-specific proof or a load recommendation.","Starts sideways with a crossover rather than pressing forward, reacting and recovering; a discrete orientation-to-acceleration skill.","Show side-on crossover acceleration from setup to finish at normal speed. Keep the whole body and equipment visible. Turn the hips toward the lane using a smooth crossover. Continue into forward running for the remaining distance. Slow down gradually and reset to practise the opposite side. Film both sides where relevant; show a reset rather than a fatigue set.","Show the setup close enough to reproduce it: Stand side-on to a clear 8-m lane with a generous slowing area. Coach selects the first crossover step. Explain: Turn into the lane before building speed. Demonstrate the easier option: Walking crossover into a jog. Explain that the coach chooses progression and any external load.","Explain the error without deliberately loading an unsafe position: Tangling the feet: rehearse the first two steps slowly. Contrast a safe low-effort example with the correct version. Refilm normal correct repetitions. Do not demonstrate pain, maximal strain, risky falls or unsafe equipment use.","pending","Awaiting content review and three approved videos."
"wb-036","AGL-502","2","2026-09-28","2026-10-04","speedCod","Planned 135-degree cut","agility","cones","1-2 sets x 2-3 reps each side","90-120 seconds between reps; 120-180 seconds between sets","squat/lunge and knee extension; hip force and control; frontal-plane hip control","direct","planned_change_direction","COD2019; CONSENSUS2014","The controlled study used a small older-male sample and different coached tasks. A shuttle result alone cannot diagnose braking or cutting mechanics.","An intermediate obtuse cut bridges existing 45/90 degree and 180 degree tasks; requires its own braking and exit coaching.","Show planned 135-degree cut from setup to finish at normal speed. Keep the whole body and equipment visible. Shorten the final approach steps to brake. Plant and redirect toward the angled return lane. Accelerate a few steps out then slow down fully. Film both sides where relevant; show a reset rather than a fatigue set.","Show the setup close enough to reproduce it: Mark a short approach and an exit turning back at about 135 degrees. Begin with a controlled jogging approach. Explain: Brake before the turn, not only on the final foot. Demonstrate the easier option: Walk the same obtuse-angle turn. Explain that the coach chooses progression and any external load.","Explain the error without deliberately loading an unsafe position: Overrunning the corner: lower entry speed. Contrast a safe low-effort example with the correct version. Refilm normal correct repetitions. Do not demonstrate pain, maximal strain, risky falls or unsafe equipment use.","pending","Awaiting content review and three approved videos."
"wb-037","AGL-503","2","2026-09-28","2026-10-04","speedCod","Shuffle-to-crossover transition","agility","cones","1-2 sets x 2-3 reps each side","90-120 seconds between reps; 120-180 seconds between sets","frontal-plane hip control; hip force and control; squat/lunge and knee extension","direct","planned_change_direction","COD2019; CONSENSUS2014","The controlled study used a small older-male sample and different coached tasks. A shuttle result alone cannot diagnose braking or cutting mechanics.","A specified lateral gait transition differs from the mixed-movement corner game and a single side-on sprint start.","Show shuffle-to-crossover transition from setup to finish at normal speed. Keep the whole body and equipment visible. Shuffle to the first marker facing forward. Change smoothly to crossover running without a full stop. Finish in balance and walk back before repeating the other way. Film both sides where relevant; show a reset rather than a fatigue set.","Show the setup close enough to reproduce it: Mark 3 m of lateral shuffle followed by a 5-m lateral travel lane. Keep the route clear and preplanned. Explain: Change foot pattern without rushing. Demonstrate the easier option: Walk the shuffle-to-crossover pattern. Explain that the coach chooses progression and any external load.","Explain the error without deliberately loading an unsafe position: Feet colliding at transition: slow the approach and rehearse. Contrast a safe low-effort example with the correct version. Refilm normal correct repetitions. Do not demonstrate pain, maximal strain, risky falls or unsafe equipment use.","pending","Awaiting content review and three approved videos."
"wb-038","RCV-502","2","2026-09-28","2026-10-04","ball","Thigh-to-foot aerial receive","receiving","ball; markers","1-2 sets x 6-8 reps each side","30-60 seconds between sets","hip force and control; squat/lunge and knee extension","general","","FIFA_RECEIVE2023; USYS2017","Official coaching guidance supports the skill family; this authored drill and draft dose have no isolated intervention proof. No direct change in dribbling time or shot speed is promised.","Uses a thigh cushion before foot control, distinct from existing ground first-touch routes.","Show thigh-to-foot aerial receive from setup to finish at normal speed. Keep the whole body and equipment visible. Lift one thigh to meet the falling ball. Lower it slightly on contact to soften the touch. Let the ball drop to the foot for a controlled ground touch. Film both sides where relevant; show a reset rather than a fatigue set.","Show the setup close enough to reproduce it: Stand in a clear marked area with one ball. Start with a gentle self-toss just above the thigh. Explain: Meet the ball with the thigh, not the knee point. Demonstrate the easier option: Thigh cushion then catch the ball. Explain that the coach chooses progression and any external load.","Explain the error without deliberately loading an unsafe position: Popping the ball high: lower the toss and soften the thigh. Contrast a safe low-effort example with the correct version. Refilm normal correct repetitions. Do not demonstrate pain, maximal strain, risky falls or unsafe equipment use.","pending","Awaiting content review and three approved videos."
"wb-039","PAS-502","2","2026-09-28","2026-10-04","ball","Sole layoff to supporting partner","passing","ball; cones","1-2 sets x 6-8 passes each side","30-60 seconds between sets","hip force and control; squat/lunge and knee extension","general","","FA_PASS2022; USYS2017","Official coaching guidance supports the skill family; this authored drill and draft dose have no isolated intervention proof. No direct change in dribbling time or shot speed is promised.","A deliberate sole pass to support differs from individual sole rolls/pull-push mastery and a generic three-player combination.","Show sole layoff to supporting partner from setup to finish at normal speed. Keep the whole body and equipment visible. Look toward the supporting partner before moving the ball. Roll the ball backward with the sole into the partner's path. Release the foot cleanly and move to receive the return. Film both sides where relevant; show a reset rather than a fatigue set.","Show the setup close enough to reproduce it: A partner stands 2-3 m diagonally behind. Check that space, then place a stationary ball under the working foot. Explain: Choose the pass path before rolling. Demonstrate the easier option: Roll to a stationary gate instead of a partner. Explain that the coach chooses progression and any external load.","Explain the error without deliberately loading an unsafe position: Rolling without checking behind: pause and scan first. Contrast a safe low-effort example with the correct version. Refilm normal correct repetitions. Do not demonstrate pain, maximal strain, risky falls or unsafe equipment use.","pending","Awaiting content review and three approved videos."
"wb-040","SHT-506","2","2026-09-28","2026-10-04","ball","Short-range toe-poke finish","shooting","ball; goal; cones","1-2 sets x 4-6 shots each side","45-60 seconds between sets","hip force and control; squat/lunge and knee extension","general","","FA_FINISH2022; USYS2017","Official coaching guidance supports the skill family; this authored drill and draft dose have no isolated intervention proof. No direct change in dribbling time or shot speed is promised.","Different short-backswing contact technique from laces striking or a generic first-time finish; no maximum shot-speed claim.","Show short-range toe-poke finish from setup to finish at normal speed. Keep the whole body and equipment visible. Set the support foot beside the ball. Use a brief forward toe contact with a firm comfortable ankle. Recover balance and retrieve only after the shooting lane is clear. Film both sides where relevant; show a reset rather than a fatigue set.","Show the setup close enough to reproduce it: Set a close safe shooting distance and a wide target in a secured goal. Coach demonstrates a short controlled toe contact; no goalkeeper is required. Explain: Use a short backswing and modest force. Demonstrate the easier option: Very gentle toe pass through a nearby gate. Explain that the coach chooses progression and any external load.","Explain the error without deliberately loading an unsafe position: Jabbing the ground: reset the ball and reduce speed. Contrast a safe low-effort example with the correct version. Refilm normal correct repetitions. Do not demonstrate pain, maximal strain, risky falls or unsafe equipment use.","pending","Awaiting content review and three approved videos."
"wb-041","STR-523","3","2026-10-05","2026-10-11","strength","High-handle trap-bar deadlift","strength","trapBar; weightPlates","1-2 sets x 6-8 reps","60-90 seconds between sets","hip force and control; squat/lunge and knee extension; trunk control","support","vertical_jump; horizontal_jump","NSCA2009; AAP2020; NEGRA2016","The named exercise, variation and dose were not isolated in the cited trials. Linking a domain is a coaching inference, not diagnosis of a weakness or a guaranteed test improvement.","Introduces a centered bilateral bar lift with different grip/setup from kettlebell or dumbbell hinges.","Show high-handle trap-bar deadlift from setup to finish at normal speed. Keep the whole body and equipment visible. Hinge and bend the knees to grip both handles. Brace and stand while keeping the bar level. Lower onto the floor with control and reset every repetition. Film both sides where relevant; show a reset rather than a fatigue set.","Show the setup close enough to reproduce it: Coach checks the trap bar, handles and plate security. Stand centered using an approved starting height and load. Explain: Push the floor away and keep the handles level. Demonstrate the easier option: Elevated kettlebell deadlift with coach instruction. Explain that the coach chooses progression and any external load.","Explain the error without deliberately loading an unsafe position: Jerking off the floor: lower the load and rebuild the setup. Contrast a safe low-effort example with the correct version. Refilm normal correct repetitions. Do not demonstrate pain, maximal strain, risky falls or unsafe equipment use.","pending","Awaiting content review and three approved videos."
"wb-042","STR-524","3","2026-10-05","2026-10-11","strength","Front-foot-elevated dumbbell split squat","strength","dumbbells; box","1-2 sets x 6-8 reps each side","60-90 seconds between sets","squat/lunge and knee extension; hip force and control; trunk control","support","planned_change_direction","NSCA2009; AAP2020; NEGRA2016","The named exercise, variation and dose were not isolated in the cited trials. Linking a domain is a coaching inference, not diagnosis of a weakness or a guaranteed test improvement.","A controlled range-expansion progression from the existing split-squat hold, with dynamic external loading.","Show front-foot-elevated dumbbell split squat from setup to finish at normal speed. Keep the whole body and equipment visible. Lower vertically while keeping the front foot planted. Use only the range that keeps the pelvis controlled. Rise through the front leg without springing off the rear foot. Film both sides where relevant; show a reset rather than a fatigue set.","Show the setup close enough to reproduce it: Place the front foot on a secure shallow platform. Hold coach-selected weights and set a comfortable split stance. Explain: Let the front knee travel naturally while the heel stays down. Demonstrate the easier option: Ground-level unloaded split squat. Explain that the coach chooses progression and any external load.","Explain the error without deliberately loading an unsafe position: Excessive depth and tipping: reduce platform height and range. Contrast a safe low-effort example with the correct version. Refilm normal correct repetitions. Do not demonstrate pain, maximal strain, risky falls or unsafe equipment use.","pending","Awaiting content review and three approved videos."
"wb-043","STR-525","3","2026-10-05","2026-10-11","strength","Cable lat pulldown","strength","cableMachine; bench","1-2 sets x 6-8 reps","60-90 seconds between sets","upper-body pull/scapular control","general","","NSCA2009; AAP2020","The named exercise, variation and dose were not isolated in the cited trials. Linking a domain is a coaching inference, not diagnosis of a weakness or a guaranteed test improvement.","Adds scalable vertical pulling rather than another horizontal row.","Show cable lat pulldown from setup to finish at normal speed. Keep the whole body and equipment visible. Sit tall with feet supported. Pull the handle toward the upper chest without leaning far back. Return until the arms comfortably lengthen. Film both sides where relevant; show a reset rather than a fatigue set.","Show the setup close enough to reproduce it: Coach fits the seat and thigh restraint on a lat-pulldown station. Use a light approved load and a comfortable grip. Explain: Lead with the elbows, not a backward body swing. Demonstrate the easier option: Lighter pulldown with a shorter comfortable range. Explain that the coach chooses progression and any external load.","Explain the error without deliberately loading an unsafe position: Pulling behind the neck: keep the handle in front and reduce load. Contrast a safe low-effort example with the correct version. Refilm normal correct repetitions. Do not demonstrate pain, maximal strain, risky falls or unsafe equipment use.","pending","Awaiting content review and three approved videos."
"wb-044","STR-526","3","2026-10-05","2026-10-11","strength","Incline dumbbell bench press","strength","dumbbells; bench","1-2 sets x 6-8 reps","60-90 seconds between sets","upper-body push/support","general","","NSCA2009; AAP2020","The named exercise, variation and dose were not isolated in the cited trials. Linking a domain is a coaching inference, not diagnosis of a weakness or a guaranteed test improvement.","Changes pressing angle and available range from floor pressing; a planned progression, not a renamed flat press.","Show incline dumbbell bench press from setup to finish at normal speed. Keep the whole body and equipment visible. Hold the weights above the upper chest. Lower in control through a comfortable shoulder range. Press upward without arching off the bench. Film both sides where relevant; show a reset rather than a fatigue set.","Show the setup close enough to reproduce it: Set a stable shallow incline bench. Coach helps select and position dumbbells; keep the feet supported. Explain: Keep the feet planted and shoulders supported. Demonstrate the easier option: Dumbbell floor press. Explain that the coach chooses progression and any external load.","Explain the error without deliberately loading an unsafe position: Dropping too deep: limit the range and lighten the load. Contrast a safe low-effort example with the correct version. Refilm normal correct repetitions. Do not demonstrate pain, maximal strain, risky falls or unsafe equipment use.","pending","Awaiting content review and three approved videos."
"wb-045","STR-527","3","2026-10-05","2026-10-11","strength","Bench-supported dumbbell hip thrust","strength","dumbbells; bench; mat","1-2 sets x 6-8 reps","60-90 seconds between sets","hip force and control; posterior-chain and knee-flexion capacity; trunk control","general","","NSCA2009; AAP2020","The named exercise, variation and dose were not isolated in the cited trials. Linking a domain is a coaching inference, not diagnosis of a weakness or a guaranteed test improvement.","External hip-extension loading from supported shoulders differs from hamstring walkout steps.","Show bench-supported dumbbell hip thrust from setup to finish at normal speed. Keep the whole body and equipment visible. Set the feet so the shins are comfortable at the top. Lift the hips while keeping the ribs down. Lower slowly without letting the weight roll. Film both sides where relevant; show a reset rather than a fatigue set.","Show the setup close enough to reproduce it: Secure a bench against movement. Support the upper back on it and place a padded coach-selected dumbbell across the hips. Explain: Finish by extending the hips, not arching the back. Demonstrate the easier option: Unloaded floor bridge. Explain that the coach chooses progression and any external load.","Explain the error without deliberately loading an unsafe position: Overextending at the top: lower the load and stop earlier. Contrast a safe low-effort example with the correct version. Refilm normal correct repetitions. Do not demonstrate pain, maximal strain, risky falls or unsafe equipment use.","pending","Awaiting content review and three approved videos."
"wb-046","STR-528","3","2026-10-05","2026-10-11","strength","Cable pull-through","strength","cableMachine","1-2 sets x 6-8 reps","60-90 seconds between sets","hip force and control; posterior-chain and knee-flexion capacity; trunk control","support","horizontal_jump","NSCA2009; AAP2020; NEGRA2016","The named exercise, variation and dose were not isolated in the cited trials. Linking a domain is a coaching inference, not diagnosis of a weakness or a guaranteed test improvement.","Cable resistance pulls backward through the hinge and teaches a different force direction from gravity-loaded dumbbells.","Show cable pull-through from setup to finish at normal speed. Keep the whole body and equipment visible. Hold the rope between the legs and hinge backward. Stand by bringing the hips forward without pulling with the arms. Return slowly while keeping the cable clear of the legs. Film both sides where relevant; show a reset rather than a fatigue set.","Show the setup close enough to reproduce it: Attach a rope to a low cable. Face away and take a stable stance with a coach-approved light load. Explain: Keep the arms long and let the hips do the work. Demonstrate the easier option: Unloaded hinge or elevated kettlebell deadlift. Explain that the coach chooses progression and any external load.","Explain the error without deliberately loading an unsafe position: Being pulled backward: lower the resistance and reset the stance. Contrast a safe low-effort example with the correct version. Refilm normal correct repetitions. Do not demonstrate pain, maximal strain, risky falls or unsafe equipment use.","pending","Awaiting content review and three approved videos."
"wb-047","STR-529","3","2026-10-05","2026-10-11","strength","Half-kneeling cable chop","strength","cableMachine; kneePad","1-2 sets x 6-8 reps each side","60-90 seconds between sets","trunk control; upper-body pull/scapular control","general","","NSCA2009; AAP2020","The named exercise, variation and dose were not isolated in the cited trials. Linking a domain is a coaching inference, not diagnosis of a weakness or a guaranteed test improvement.","Adds controlled diagonal trunk/arm coordination beyond straight anti-rotation pressing; not a shot-speed treatment.","Show half-kneeling cable chop from setup to finish at normal speed. Keep the whole body and equipment visible. Hold the handle with both hands near the high side. Guide it diagonally across the body while the pelvis stays steady. Return slowly without being pulled off balance. Film both sides where relevant; show a reset rather than a fatigue set.","Show the setup close enough to reproduce it: Set a cable above shoulder height. Kneel side-on in a stable half-kneeling stance with a light coach-selected load. Explain: Turn through a comfortable upper-body range without yanking. Demonstrate the easier option: Standing anti-rotation press. Explain that the coach chooses progression and any external load.","Explain the error without deliberately loading an unsafe position: Twisting the knee or arching: reduce the range and load. Contrast a safe low-effort example with the correct version. Refilm normal correct repetitions. Do not demonstrate pain, maximal strain, risky falls or unsafe equipment use.","pending","Awaiting content review and three approved videos."
"wb-048","STR-530","3","2026-10-05","2026-10-11","isometric","Incline push-up midpoint hold","strength","bench","1-2 sets x 10-20 seconds","45-60 seconds between sets","upper-body push/support; trunk control","general","","NSCA2009; AAP2020; ISO2026","The youth trial combined isometric and ballistic work in older males. It cannot prove this particular hold improves a six-test result; no tendon or pain treatment claim.","Static elbow-bent upper-body support is distinct from the bear hover and floor press.","Show incline push-up midpoint hold from setup to finish at normal speed. Keep the whole body and equipment visible. Lower a small distance with the body in one line. Hold without locking the breath or dropping the hips. Press back up and step forward to finish. Film both sides where relevant; show a reset rather than a fatigue set.","Show the setup close enough to reproduce it: Place hands on a stable fixed bench. Step back into an incline plank; coach selects a manageable elbow bend. Explain: Keep the whole body aligned. Demonstrate the easier option: Straight-arm incline support hold. Explain that the coach chooses progression and any external load.","Explain the error without deliberately loading an unsafe position: Sagging hips: use a higher support and shorter hold. Contrast a safe low-effort example with the correct version. Refilm normal correct repetitions. Do not demonstrate pain, maximal strain, risky falls or unsafe equipment use.","pending","Awaiting content review and three approved videos."
